URLCODE,tags_c,Stars,Text_Cleaned,MajLang,License,LastUpdated
0,,268,"['collecting', 'analyzing', 'visualizing', 'paper', 'trading', 'options', 'market', 'data']",0,BSD-3-Clause license,27-Aug-21
0,,150,"['5th', 'place', '816', 'teams', 'solution', '2018', 'bowl', 'organized', 'booz', 'allen', 'hamilton']",0,0,29-Mar-19
0,[],186,"['mypy', 'stubs', 'e', 'type', 'information', 'numpy', 'pandas', 'matplotlib']",0,Apache-2.0 license,16-Feb-21
0,,159,"['rucio', 'scientific', 'data', 'management']",0,Apache-2.0 license,12-Nov-21
0,,102,"['starter', 'reference', 'code', 'interested', 'starting']",0,0,15-Mar-20
0,,20,"['swiftkey', 'capstone', 'project', 'coursera', 'specialization']",1,0,8-Dec-14
0,,1300,"['colour', 'science']",0,BSD-3-Clause license,12-Nov-21
0,,24,"['datascience', 'courses', 'coursera', 'john', 'hopkins', 'university']",1,0,9-Aug-20
0,,4700,"['framework', 'creating', 'reproducible', 'maintainable', 'modular', 'code']",0,Apache-2.0 license,12-Nov-21
0,,94,"['consists', 'examples', 'assignments', 'discussed', 'course', 'taken', 'algorithmica']",0,0,12-Mar-20
0,[],295,"['code', 'accompany', 'mastering', 'pt', 'press']",0,Apache-2.0 license,31-May-19
0,,55,['workshop'],0,0,24-Nov-14
0,,115,"['relational', 'data', 'pipelines', 'science', 'lab']",0,LGPL-2.1 license,1-Nov-21
0,,198,"['step', 'functions', 'sdk', 'building', 'machine', 'learning', 'ml', 'workflows', 'pipelines', 'aws']",0,Apache-2.0 license,8-Nov-21
0,,177,"['thematic', 'list', 'high', 'quality', 'resources']",1,0,24-Oct-21
0,,4900,"['build', 'manage', 'real', 'life', 'projects', 'ease']",0,Apache-2.0 license,12-Nov-21
0,[],144,"['list', 'colleges', 'universities', 'offering', 'degrees']",0,MIT license,24-Jan-21
0,,529,"['set', 'useful', 'tools', 'competitive']",0,MIT license,22-Oct-21
0,,69,"['source', 'code', 'practical', 'web', 'scraping', 'seppe', 'vanden', 'broucke', 'bart', 'baesens']",0,0,14-May-18
0,,54,"['code', 'repository', 'blog', 'art', 'science', 'data']",1,0,3-Feb-21
0,,934,"['library', 'building', 'highly', 'effective', 'workflows']",0,MIT license,6-Oct-21
0,,490,"['sjplot', 'data', 'visualization', 'statistics', 'social', 'science']",1,0,3-Nov-21
0,,40,"['projects', 'using', 'galaxy', 'linux', 'command', 'line', 'analyze', 'sequencing', 'data']",0,0,8-Oct-20
0,,42,"['labs', 'package', 'includes', 'functions', 'data', 'courses']",1,0,28-Apr-21
0,,496,"['compiled', 'automatically', 'parallel']",0,Apache-2.0 license,25-Mar-17
0,,170,"['tool', 'encapsulating', 'running', 'reproducing', 'projects']",0,0,27-Sep-21
0,[],40,"['umichigan', 'coursera', 'intro', 'ds', 'course']",0,0,3-Oct-20
0,,39,"['generating', 'next', 'read', 'book', 'club']",0,Apache-2.0 license,6-Feb-16
0,[],326,"['personal', 'machine', 'learning', 'toolbox']",0,MIT license,4-Feb-20
0,"['music', 'ratings', 'data', 'dataset']",115,"['fit', 'models', 'data', 'sherpa']",0,0,8-Nov-21
0,,16,"['reproducible', 'rstudio', 'git', 'github']",1,CC-BY-4.0 license,30-Sep-20
0,,177,"['keras', 'tutorial', 'kaggle', '2nd', 'annual', 'bowl']",0,0,17-Feb-16
0,,56,"['multilingual', 'glossary', 'computing', 'terms']",0,0,10-Nov-21
0,,38,"['webapp', 'show', 'capabilities', 'flask', 'libraries', 'sklearn', 'pandas', 'matplotlib', 'seab']",0,MIT license,1-Oct-20
0,,270,"['full', 'pipeline', 'competition', 'public', 'version']",0,Apache-2.0 license,5-Sep-21
0,,57,"['end', 'end', 'one', 'class', 'instance', 'segmentation', 'based', 'u', 'net', 'architecture', 'bowl', '2018', 'kaggle']",0,0,17-Apr-18
0,,460,"['powerful', 'format', 'agnostic', 'community', 'driven', 'package', 'analysing', 'visualising', 'earth', 'science', 'data']",0,LGPL-3.0 license,12-Nov-21
0,,11,"['homework', 'programming', 'international', 'classes']",0,0,9-Jul-20
0,,577,"['peer', 'peer', 'platform', 'secure', 'privacy', 'preserving', 'decentralized']",0,Apache-2.0 license,21-Oct-21
0,,566,"['winning', 'solution', 'national', 'bowl', 'competition', 'kaggle', 'plankton', 'classification']",0,MIT license,25-Mar-15
0,,0,"['software', 'engineering', 'reproducible', 'research']",0,0,16-Feb-19
0,,0,"['software', 'engineering', 'reproducible', 'research']",0,0,16-Feb-19
0,,56,"['building', 'applications', 'fastapi', 'published', 'packt']",0,MIT license,26-Aug-21
0,,15,"['keep', 'learning', 'something', 'new']",0,0,29-Mar-21
0,[],33,"['helpful', 'resources', 'big']",1,CC-BY-SA-4.0 license,15-Aug-21
0,[],59,"['various', 'forays', 'beer']",1,0,4-Jun-18
0,,32,"['visualisations', 'machine', 'learning', 'cookbook']",0,GPL-3.0 license,16-Jun-19
0,,216,"['journal', 'statistical', 'education', 'paper', 'using', 'okcupid', 'data', 'courses']",1,0,26-Apr-21
0,,204,"['advanced', 'high', 'performance', 'toolbox', 'laurae']",1,0,24-Mar-17
0,,62,"['primitives', 'machine', 'learning']",0,MIT license,9-Nov-21
0,,381,"['work', 'analytics', 'research']",1,0,4-Sep-19
0,,116,"['solution', 'win', 'second', 'annual', 'bowl']",0,MIT license,3-Apr-16
0,,135,"['public', 'repo', 'dojo', 'youtube', 'tutorial', 'series', 'introduction', 'text', 'analytics']",1,0,6-Mar-20
0,,344,"['code', '2nd', 'place', 'solution', '2017', 'national', 'bowl']",0,0,30-Sep-18
0,,51,"['content', 'shared', 'ds', 'ox', 'meetup']",0,0,1-Sep-21
0,,73,"['papers', 'read', 'discuss']",0,0,24-Feb-21
0,,89,"['template', 'repository', 'lifecycle', 'project']",0,0,2-Jul-20
0,,75,"['data', 'analysis', 'tools', 'x', 'ray', 'neutron', 'electron', 'sciences']",0,0,30-Oct-21
0,,10,"['site', 'resource', 'topology', 'data', 'open', 'science', 'grid']",0,Apache-2.0 license,13-Nov-21
0,,24,"['algorithms', 'week', 'published', 'packt']",0,MIT license,14-Jan-21
0,,16,"['solutions', 'introduction', 'coursera', 'course', 'problems']",0,0,30-May-13
0,[],30,"['tool', 'set', 'analyzing', 'political', 'science', 'data']",1,0,17-Oct-19
0,,24,"['source', 'code', 'fundamentals', 'mongodb', 'david', 'paper']",0,0,15-May-18
0,,192,"['tools', 'loading', 'standard', 'data', 'sets', 'machine', 'learning']",0,0,3-Oct-18
0,,22,"['simulation', 'packt', 'publishing']",1,MIT license,14-Dec-20
0,,22,"['simulation', 'packt', 'publishing']",1,MIT license,14-Dec-20
0,,7,"['supporting', 'materials', 'weblog', 'series']",1,MIT license,26-Jan-14
0,,1,"['collection', 'work', 'coursera', 'john', 'hopkins', 'specialization']",1,0,31-May-16
0,,101,"['pyscaffold', 'extension', 'projects']",0,MIT license,9-Nov-21
0,,371,"['tdsp', 'project', 'template', 'repository', 'standardized', 'directory', 'structure', 'document', 'templates', 'suppor']",1,0,10-Aug-20
0,,4,"['set', 'projects', 'designed', 'around', 'field', 'checkout']",0,GPL-2.0 license,24-Feb-20
0,,13,"['walk', 'basics', 'using', 'pyspark', 'mlflow', 'titanic', 'dataset']",0,0,14-Sep-20
0,,99,"['gender', 'classification', 'challenge', 'learn', '1', 'sirajology', 'youtube']",0,0,8-Nov-17
5,,0,"['dse511', 'introduction', 'computing']",0,0,13-Nov-21
5,,0,"['repository', 'containing', 'files', 'survival', 'skills', 'dsss']",0,0,13-Nov-21
5,,0,"['machine', 'learning', 'articles']",0,MIT license,13-Nov-21
5,,0,"['app', 'assignment', 'udacity', 'nanodegree', 'program']",0,0,13-Nov-21
5,,0,"['app', 'assignment', 'udacity', 'nanodegree', 'program']",0,0,13-Nov-21
5,[],1,"['collection', 'useful', 'functions', 'datasets', 'course', 'ibaw', 'lucerne']",1,0,13-Nov-21
5,,0,"['master', 'build', 'websites', 'games', 'apps', 'plus', 'scraping']",0,0,13-Nov-21
5,,0,"['repository', 'learn', 'required', 'machine', 'larning', 'code', 'help']",1,0,13-Nov-21
5,,0,"['repository', 'contains', 'work', 'field']",1,0,13-Nov-21
5,,12,"['bcg', 'open', 'access', 'advanced', 'analytics', 'virtual', 'experience', 'program']",0,0,13-Nov-21
5,,0,"['currently', 'exploring', 'yelp', 'data', 'nyc', 'restaurant', 'rodent', 'data']",0,0,13-Nov-21
5,"['web-scrapper', 'github-repository-scrapper']",0,"['backend', 'trabalho', 'final', 'da', 'disciplina', 'business']",0,0,13-Nov-21
5,,1,"['collection', 'machine', 'learning', 'technical', 'concepts']",0,0,13-Nov-21
5,,0,"['projects', 'complete', 'pro', 'bootcamp', 'developer', 'angela', 'yu', 'covering', 'web', 'development', 'web', 'scr']",0,0,13-Nov-21
5,,1,"['data', 'manipulation', 'machine', 'learning', 'package']",0,0,13-Nov-21
5,,0,"['project', 'assignment', 'data', 'entrepreneurship', 'action', 'course', 'master', 'entrepreneurship']",1,MIT license,13-Nov-21
5,,0,"['repository', 'computer', 'science', 'big', 'data']",0,0,13-Nov-21
5,,0,"['bioinformatic', 'analysis', 'rna', 'seq', 'data', 'find', 'differentially', 'expressed', 'genes', 'degs', 'ffetal', '<', '0', 'years', 'ad']",1,0,13-Nov-21
5,,0,"['package', 'usefull', 'tools', 'data', 'scientists']",0,0,13-Nov-21
5,,0,"['simulation', 'project', 'elective', 'subject', 'statistical', 'learning', 'master', 'science', 'degree', 'progra']",1,0,13-Nov-21
5,,0,"['cheatsheet', 'code', 'statistician', 'daily', 'work', 'new', 'information', 'updated', 'continually']",1,0,13-Nov-21
5,,0,"['task', 'spark', 'foundation', 'internship', 'business', 'analysis']",0,0,13-Nov-21
5,,0,"['anonimize', 'data', 'tasks']",0,BSD-3-Clause license,13-Nov-21
5,,0,"['sparks', 'foundation', 'grip', 'business', 'analytics', 'november', '2021', 'tasks', '1', 'prediction', 'using', 'supervis']",1,0,13-Nov-21
5,,0,"['jupyter', 'notebook', 'setup', 'udemy', 'course']",0,GPL-3.0 license,13-Nov-21
5,,2,"['genenetwork3', 'rest', 'api', 'machine', 'learning']",0,AGPL-3.0 license,13-Nov-21
5,,0,"['thai', 'covid', 'test', 'data', 'department', 'medical', 'sciences', 'ministry', 'public', 'health']",0,0,13-Nov-21
5,,10,"['site', 'resource', 'topology', 'data', 'open', 'science', 'grid']",0,Apache-2.0 license,13-Nov-21
5,,4700,"['framework', 'creating', 'reproducible', 'maintainable', 'modular', 'code']",0,Apache-2.0 license,12-Nov-21
5,,0,"['flask', 'app', 'created', 'deploying', 'projects', 'portfolio']",0,MIT license,12-Nov-21
5,,4900,"['build', 'manage', 'real', 'life', 'projects', 'ease']",0,Apache-2.0 license,12-Nov-21
5,,1,"['data', 'manipulation', 'machine', 'learning', 'package']",0,0,12-Nov-21
5,,0,"['repository', 'group', 'project', 'done', 'course', 'fundamentals', 'university']",1,MIT license,12-Nov-21
5,,0,"['early', 'foray', 'cybersecurity', 'deformatting', 'csv', 'logs', 'panda', 'formatted', 'json']",0,EPL-2.0 license,12-Nov-21
5,,26,"['library', 'renku', 'collaborative', 'platform']",0,Apache-2.0 license,12-Nov-21
5,"['web-scrapper', 'github-repository-scrapper']",26,"['rapid', 'flexible', 'acquisition', 'analysis', 'fitting', 'plotting', 'designed', 'scientific', 'laboratories']",0,GPL-3.0 license,12-Nov-21
5,,0,"['project', 'study', 'understand', 'different', 'variables', 'describe', 'music', 'taste', 'order']",1,0,12-Nov-21
5,[],879,"['data', 'intensive', 'science', 'everyone']",0,0,12-Nov-21
5,,0,"['university', 'project', 'entails', 'relevant', 'steps', 'analytics', 'worklow', 'e', 'data', 'acquisition', 'intense', 'cleanin']",1,0,12-Nov-21
5,,50,"['reading', 'list', 'fortnightly', 'discussion', 'group', 'designed', 'provoke', 'discussion', 'ethical', 'applications', 'pro']",0,0,12-Nov-21
5,[],2,"['validator', 'scorer', 'evaluations', 'dse', 'd3m']",0,0,12-Nov-21
5,[],0,"['package', 'class', 'modelling', 'data', 'analysis', 'pharmaceutical', 'science', 'introduction', 'data', 'analytics', 'id']",1,0,12-Nov-21
5,[],0,"['package', 'class', 'modelling', 'data', 'analysis', 'pharmaceutical', 'science', 'introduction', 'data', 'analytics', 'id']",1,0,12-Nov-21
5,,0,"['basic', 'advance', 'projects']",0,0,12-Nov-21
5,[],159,"['rucio', 'scientific', 'data', 'management']",0,Apache-2.0 license,12-Nov-21
5,,9,"['second', 'coursework', 'case', 'sber', 'competition', 'links', 'scientific', 'papers', 'refer']",0,MIT license,12-Nov-21
5,['elife-sprint-2020'],188,"['kuwala', 'tool', 'integrating', 'third', 'party', 'data', 'models', 'products', 'focus', 'geospatial', 'data']",0,Apache-2.0 license,12-Nov-21
5,,188,"['kuwala', 'tool', 'integrating', 'third', 'party', 'data', 'models', 'products', 'focus', 'geospatial', 'data']",0,Apache-2.0 license,12-Nov-21
5,,0,"['repo', 'ibm', 'course', 'applied', 'capstome']",0,0,12-Nov-21
5,,1,"['project', 'part', 'assignment', 'course', 'called', 'ds105m', 'data', 'project', 'group']",0,0,12-Nov-21
5,,4,"['planning', 'algorithms', 'ai', 'robotics', 'msc', 'course', 'skoltech', 'program']",0,0,12-Nov-21
5,,315,"['analysis', 'visualization', 'platform', 'omics', 'data']",0,GPL-3.0 license,12-Nov-21
5,,0,"['repository', 'containing', 'files', 'dsss', 'survival', 'skills']",0,0,12-Nov-21
5,,0,"['test', 'repository', 'course', 'fau', 'erlangen']",0,0,12-Nov-21
5,,52,"['core', 'data', 'exchange', 'library', 'subsurface', 'science', 'engineering']",0,Apache-2.0 license,12-Nov-21
5,,0,"['github', 'repository', 'course', 'survival', 'skills', 'dsss', 'taught', 'fau']",0,0,12-Nov-21
5,,0,"['software', 'social', 'sciences', 'data', 'study']",1,0,12-Nov-21
5,,460,"['powerful', 'format', 'agnostic', 'community', 'driven', 'package', 'analysing', 'visualising', 'earth', 'science', 'data']",0,LGPL-3.0 license,12-Nov-21
5,"['data-science', 'machine-learning', 'tutorial', 'r', 'database', 'machine-learning-algorithms', 'data-visualization', 'rmarkdown', 'r-markdown', 'data-analysis', 'r-ggplot2', 'r-programming', 'r-machine-learning-turorials', 'r-studio', 'r-data-visualization']",0,"['interdisciplinary', 'project', 'tu', 'wien']",0,0,12-Nov-21
5,[],0,"['ibm', 'professional', 'certificate', 'final', 'assignment']",0,0,12-Nov-21
5,"['airflow', 'scikit-learn', 'ml', 'datascience', 'airflow-plugin', 'pandas-python', 'datadriver']",0,"['basic', 'utilities', 'functions', 'data', 'analysys']",0,MIT license,12-Nov-21
5,,0,"['project', 'assignment', 'social', 'network', 'analysis', 'data', 'scientists', 'course', 'master', 'ent']",1,MIT license,12-Nov-21
5,,0,"['personnal', 'utilities']",0,0,12-Nov-21
5,,12,"['psychologists', 'ds4psy', 'package', 'supporting', 'book', 'course']",1,0,12-Nov-21
5,,1,"['final', 'project', 'cultural', 'creating', 'explainable', 'embeddings', 'nlp']",0,MIT license,12-Nov-21
5,[],1300,"['colour', 'science']",0,BSD-3-Clause license,12-Nov-21
5,[],23,"['repository', 'contains', 'learning', 'resources', 'fast', 'api', 'framework', 'docker', 'build', 'high', 'performing', 'apps']",0,0,12-Nov-21
5,[],2,"['class', 'report', 'generator', 'mini', 'project']",0,0,12-Nov-21
5,[],0,"['repository', 'containing', 'projects', 'created', 'udacity', 'nanodegree']",0,0,12-Nov-21
5,[],0,"['final', 'project', 'class', 'currently', 'wip']",0,0,12-Nov-21
5,[],41,"['cf', 'compliant', 'earth', 'science', 'data', 'analysis', 'library']",0,MIT license,12-Nov-21
5,[],0,"['telescopes', 'workflows', 'data', 'services', 'academic', 'observatory']",0,Apache-2.0 license,12-Nov-21
5,[],0,"['study', 'project']",0,0,12-Nov-21
5,[],0,"['repository', 'serves', 'back', 'local', 'directory', 'files', 'stat', '724', 'intro']",0,0,12-Nov-21
5,[],42,"['tool', 'creating', 'deploying', 'pipelines', 'versioned', 'data']",0,Apache-2.0 license,12-Nov-21
5,,0,"['applications', 'purpose', 'share', 'knowledge', 'applications']",0,0,12-Nov-21
5,[],0,"['final', 'project', 'boston', 'university', 'met', 'cs', '677', 'using', 'comparing', 'various', 'supervised', 'mac']",0,0,12-Nov-21
5,[],0,"['excercises', 'ibm', 'professional', 'certification']",0,0,11-Nov-21
3,[],21800,"['notebooks', 'deep', 'learning', 'tensorflow', 'theano', 'caffe', 'keras', 'scikit', 'learn', 'kaggle', 'big', 'data', 'spar']",0,0,4-Nov-21
3,,5700,"['curated', 'list', 'blogs']",0,0,3-Aug-21
3,,5200,"['logical', 'reasonably', 'standardized', 'flexible', 'project', 'structure', 'sharing', 'work']",0,MIT license,8-Nov-21
3,[],4400,"['common', 'data', 'analysis', 'machine', 'learning', 'tasks', 'using']",0,MIT license,25-Aug-21
3,[],4500,"['toturials', 'coming', 'roadmap', 'picture']",0,GPL-3.0 license,11-Dec-20
3,[],1700,"['curated', 'list', 'tutorials', 'nlp', 'machine', 'learning']",1,MIT license,19-Oct-20
3,[],879,"['data', 'intensive', 'science', 'everyone']",0,0,12-Nov-21
3,[],0,"['software', 'engineering', 'reproducible', 'research']",0,0,16-Feb-19
3,[],2400,"['deepvariant', 'analysis', 'pipeline', 'uses', 'deep', 'neural', 'network', 'call', 'genetic', 'variants', 'next', 'generation', 'dna']",0,BSD-3-Clause license,27-Oct-21
3,[],4700,"['framework', 'creating', 'reproducible', 'maintainable', 'modular', 'code']",0,Apache-2.0 license,12-Nov-21
3,[],4900,"['build', 'manage', 'real', 'life', 'projects', 'ease']",0,Apache-2.0 license,12-Nov-21
3,[],330,"['github', 'repository', 'accompany', 'youtube', 'series', 'videos', 'introductory', 'using']",1,0,11-Nov-17
3,[],378,"['slides', 'accompanying', 'code', 'exercises', 'stored', 'repo']",0,MIT license,9-May-21
3,[],371,"['tdsp', 'project', 'template', 'repository', 'standardized', 'directory', 'structure', 'document', 'templates', 'suppor']",1,0,10-Aug-20
3,,232,"['course', 'materials', 'introduction', 'video', 'course', 'rstudio', 'reilly', 'media']",1,0,26-Oct-21
3,[],681,"['stand', 'alone', 'light', 'weight', 'web', 'server', 'building', 'sharing', 'graphs', 'created', 'ipython', 'build', 'data']",0,GPL-2.0 license,29-Mar-21
3,[],682,"['pybossa', 'ultimate', 'crowdsourcing', 'framework', 'aka', 'microtasking', 'analyze', 'enrich', 'data', 'processed']",0,0,21-Oct-21
3,[],295,"['code', 'accompany', 'mastering', 'pt', 'press']",0,Apache-2.0 license,31-May-19
3,[],460,"['powerful', 'format', 'agnostic', 'community', 'driven', 'package', 'analysing', 'visualising', 'earth', 'science', 'data']",0,LGPL-3.0 license,12-Nov-21
3,[],135,"['public', 'repo', 'dojo', 'youtube', 'tutorial', 'series', 'introduction', 'text', 'analytics']",1,0,6-Mar-20
3,[],1600,"['readings', 'applied']",1,CC-BY-SA-4.0 license,21-Jun-18
3,,577,"['peer', 'peer', 'platform', 'secure', 'privacy', 'preserving', 'decentralized']",0,Apache-2.0 license,21-Oct-21
3,[],566,"['winning', 'solution', 'national', 'bowl', 'competition', 'kaggle', 'plankton', 'classification']",0,MIT license,25-Mar-15
3,[],159,"['rucio', 'scientific', 'data', 'management']",0,Apache-2.0 license,12-Nov-21
3,,144,"['list', 'colleges', 'universities', 'offering', 'degrees']",0,MIT license,24-Jan-21
3,[],1300,"['colour', 'science']",0,BSD-3-Clause license,12-Nov-21
3,[],94,"['consists', 'examples', 'assignments', 'discussed', 'course', 'taken', 'algorithmica']",0,0,12-Mar-20
3,[],1,"['collection', 'work', 'coursera', 'john', 'hopkins', 'specialization']",1,0,31-May-16
3,[],344,"['code', '2nd', 'place', 'solution', '2017', 'national', 'bowl']",0,0,30-Sep-18
3,[],37,"['resporatory', 'ml', 'ai', 'nlp', 'etc', 'language', 'related', 'material', 'many', 'websites', 'eg', 'datacamp', 'gee']",0,MIT license,30-Oct-21
3,,99,"['gender', 'classification', 'challenge', 'learn', '1', 'sirajology', 'youtube']",0,0,8-Nov-17
3,[],10,"['site', 'resource', 'topology', 'data', 'open', 'science', 'grid']",0,Apache-2.0 license,13-Nov-21
3,,115,"['code', 'documentation', 'introduction', 'jeffrey', 'stanton']",1,0,11-Jun-12
3,[],20,"['swiftkey', 'capstone', 'project', 'coursera', 'specialization']",1,0,8-Dec-14
3,,105,"['twitter', 'sentiment', 'analysis', 'challenge', 'learn', '2', 'sirajology', 'youtube']",0,0,24-Feb-19
3,[],56,"['multilingual', 'glossary', 'computing', 'terms']",0,0,10-Nov-21
3,,427,"['complete', 'docker', 'package', 'django', 'easy', 'understand', 'deployed', 'anywhere', 'supports']",0,MIT license,5-May-21
3,[],529,"['set', 'useful', 'tools', 'competitive']",0,MIT license,22-Oct-21
3,[],38,"['public', 'github', 'repository', 'dojo', 'webinar', 'titled', 'introduction', 'data', 'visualization']",1,0,28-Jun-17
3,[],11,"['homework', 'programming', 'international', 'classes']",0,0,9-Jul-20
3,[],315,"['analysis', 'visualization', 'platform', 'omics', 'data']",0,GPL-3.0 license,12-Nov-21
3,[],73,"['shell', 'script', 'scrape', 'harvard', 'cs109', 'intro', 'lecture', 'videos']",0,0,29-Jun-16
3,[],118,"['repository', 'focuses', 'saving', 'linkedin', 'articles', 'stuff', 'find', 'useful', 'linkedin']",0,0,3-Aug-21
3,[],9,"['scripts', 'benchmarking', 'next', 'word', 'prediction', 'algorithms', 'developed', 'coursera', 'capstone', 'project']",1,0,6-Jan-16
3,[],0,"['tutorial', 'getting', 'set']",0,0,8-Jul-17
3,[],490,"['sjplot', 'data', 'visualization', 'statistics', 'social', 'science']",1,0,3-Nov-21
3,[],177,"['keras', 'tutorial', 'kaggle', '2nd', 'annual', 'bowl']",0,0,17-Feb-16
3,[],149,"['algorithms', 'qlik', 'implemented', 'server', 'side', 'extension', 'sse']",0,MIT license,10-Feb-21
3,[],82,"['deep', 'dream', 'challenge', 'code', 'sirajology', 'youtube', 'learn', '5']",0,0,6-Nov-16
3,[],137,"['sdk', 'vertex', 'ai', 'fully', 'managed', 'end', 'end', 'platform', 'machine', 'learning']",0,Apache-2.0 license,11-Nov-21
3,,326,"['personal', 'machine', 'learning', 'toolbox']",0,MIT license,4-Feb-20
3,[],934,"['library', 'building', 'highly', 'effective', 'workflows']",0,MIT license,6-Oct-21
3,[],216,"['journal', 'statistical', 'education', 'paper', 'using', 'okcupid', 'data', 'courses']",1,0,26-Apr-21
3,,150,"['5th', 'place', '816', 'teams', 'solution', '2018', 'bowl', 'organized', 'booz', 'allen', 'hamilton']",0,0,29-Mar-19
3,[],102,"['starter', 'reference', 'code', 'interested', 'starting']",0,0,15-Mar-20
3,[],198,"['step', 'functions', 'sdk', 'building', 'machine', 'learning', 'ml', 'workflows', 'pipelines', 'aws']",0,Apache-2.0 license,8-Nov-21
3,[],75,"['data', 'analysis', 'tools', 'x', 'ray', 'neutron', 'electron', 'sciences']",0,0,30-Oct-21
3,,95,"['repository', 'code', 'used', 'kaggle', 'machine', 'learning', 'tasks']",0,MIT license,20-Oct-21
3,[],69,"['source', 'code', 'practical', 'web', 'scraping', 'seppe', 'vanden', 'broucke', 'bart', 'baesens']",0,0,14-May-18
3,[],270,"['full', 'pipeline', 'competition', 'public', 'version']",0,Apache-2.0 license,5-Sep-21
3,,58,"['coding', 'exercises', 'problem', 'sets', 'lecture', 'code', 'mitx', '6', '00', '2x', 'introduction', 'computational', 'thinking', 'data', 'sc']",0,0,10-Apr-21
3,[],24,"['datascience', 'courses', 'coursera', 'john', 'hopkins', 'university']",1,0,9-Aug-20
3,[],39,"['generating', 'next', 'read', 'book', 'club']",0,Apache-2.0 license,6-Feb-16
3,[],115,"['relational', 'data', 'pipelines', 'science', 'lab']",0,LGPL-2.1 license,1-Nov-21
3,[],170,"['tool', 'encapsulating', 'running', 'reproducing', 'projects']",0,0,27-Sep-21
3,[],186,"['mypy', 'stubs', 'e', 'type', 'information', 'numpy', 'pandas', 'matplotlib']",0,Apache-2.0 license,16-Feb-21
3,[],116,"['solution', 'win', 'second', 'annual', 'bowl']",0,MIT license,3-Apr-16
3,[],231,"['flexible', 'hdf5', 'saving', 'loading', 'tools', 'university', 'chicago']",0,BSD-3-Clause license,23-Sep-21
3,[],55,['workshop'],0,0,24-Nov-14
3,[],40,"['umichigan', 'coursera', 'intro', 'ds', 'course']",0,0,3-Oct-20
3,[],90,"['traffic', 'counter', 'designed', 'using', 'opencv', 'library', '3', '5', 'project', 'carried', 'part', 'gover']",0,0,21-Dec-18
3,[],93,"['share', 'building', 'free', 'open', 'data', 'set', 'research', 'scholarly', 'activities', 'across', 'life', 'cycle']",0,Apache-2.0 license,28-Jul-21
3,[],3,"['coursera', 'course', 'johns', 'hopkins', 'specialization']",1,0,23-Jun-14
3,[],268,"['collecting', 'analyzing', 'visualizing', 'paper', 'trading', 'options', 'market', 'data']",0,BSD-3-Clause license,27-Aug-21
3,[],204,"['advanced', 'high', 'performance', 'toolbox', 'laurae']",1,0,24-Mar-17
3,[],115,"['fit', 'models', 'data', 'sherpa']",0,0,8-Nov-21
3,[],16,"['solutions', 'introduction', 'coursera', 'course', 'problems']",0,0,30-May-13
3,,22,"['companion', 'code', 'introduction', 'coding', 'naive', 'bayes', 'algorithm', 'evening', 'workshop']",0,0,5-Oct-18
3,[],6,"['master', 'repository', 'work', 'coursera', 'specialization']",1,0,18-Jan-15
3,,42,"['labs', 'package', 'includes', 'functions', 'data', 'courses']",1,0,28-Apr-21
3,,47,"['elasticsearch', 'client', 'tailored', 'workflows']",1,BSD-3-Clause license,25-May-21
3,,214,"['command', 'line', 'tool', 'easily', 'add', 'ethics', 'checklist', 'projects']",0,MIT license,8-Sep-21
3,[],53,"['example', 'source', 'code', 'book', 'web', 'scraping']",0,0,6-Nov-19
3,[],11,"['one', 'popular', 'starter', 'data', 'sets', 'titanic', 'data', 'set', 'data', 'set', 'records', 'var']",1,0,12-Jun-16
3,[],413,"['datapane', 'easiest', 'way', 'create', 'reports']",0,Apache-2.0 license,8-Oct-21
3,[],88,"['interesting', 'problems', 'along', 'solutions']",0,0,1-Oct-20
3,[],0,"['repo', 'contains', 'course', 'project', 'coursera', 'getting', 'cleaning', 'data', 'course', 'part', 'spec']",1,0,27-Apr-14
3,[],381,"['work', 'analytics', 'research']",1,0,4-Sep-19
3,,44,"['data', 'preprocessing', 'scripts', 'preprocessed', 'data', 'storage', 'covid', '19', 'scenarios', 'project']",0,0,1-Apr-20
3,[],46,"['currently', 'taking', 'course', 'coursera', 'org', 'called', 'introduction', 'first', 'programming', 'assignment']",0,0,10-May-13
3,[],16,"['reproducible', 'rstudio', 'git', 'github']",1,CC-BY-4.0 license,30-Sep-20
3,,32,"['visualisations', 'machine', 'learning', 'cookbook']",0,GPL-3.0 license,16-Jun-19
3,[],2,"['repository', 'coursera', 'course', 'getting', 'cleaning', 'data', 'course', 'project']",1,0,10-Sep-14
3,[],62,"['primitives', 'machine', 'learning']",0,MIT license,9-Nov-21
3,[],58,"['mit', 'edx', '6', '00', '2x', 'introduction', 'computational', 'thinking', 'problem', 'sets', 'code']",0,0,3-Dec-19
3,[],22,"['example', 'code', 'cloudera', 'workbench', 'training']",0,Apache-2.0 license,24-Feb-19
3,[],447,"['bare', 'bones', 'repository', 'demonstrating', 'set', 'tools', 'projects', 'help', 'write', 'higher', 'q']",0,BSD-3-Clause license,13-Nov-18
3,[],0,"['simple', 'project', 'exploring', 'weather', 'australia', 'used', 'git', 'training', 'course']",1,0,16-Mar-21
3,[],0,"['repository', 'cmu', 'interactive', 'course']",0,0,22-Feb-18
3,,92,"['generalized', 'satellite', 'space', 'science', 'data', 'processing', 'file', 'management']",0,BSD-3-Clause license,10-Nov-21
